spend,cards_seen,no_txns,date,region,category
1610892.1,22598,36844,4/03/2024,Cairns,DISCOUNT & VARIETY STORES
170159.45,2464,2853,4/03/2024,Cairns,TOURIST ATTRACTIONS
3812562.2,20210,37856,4/03/2024,Cairns,HOME IMPROVEMENT & SUPPLY
3813101,32202,38925,4/03/2024,Cairns,RETAIL GOODS
1099834.9,14716,18918,4/03/2024,Cairns,RETAIL SERVICES
2282574,7243,10204,4/03/2024,Cairns,AUTOMOTIVE
398794.97,1927,2514,4/03/2024,Cairns,TRAVEL AGENCIES
468769.78,1265,1080,4/03/2024,Cairns,VEHICLE RENTAL
3482703.8,35486,53505,4/03/2024,Cairns,HEALTH CARE & DRUG STORE
37760.582,231,205,4/03/2024,Cairns,AIRLINES/AIR CARRIERS
495099.9,17672,29594,4/03/2024,Cairns,TRANSPORTATION
2254982.8,28668,48557,4/03/2024,Cairns,PKG STORES/BEER/WINE/LIQUOR
2656270,58932,110652,4/03/2024,Cairns,RESTAURANTS
1488334.9,12076,28811,4/03/2024,Cairns,HOTELS/MOTELS & RESORTS
2931204.5,34857,78030,4/03/2024,Cairns,FUEL
1832217.1,54858,100976,4/03/2024,Cairns,FAST FOOD RESTAURANTS
561598.75,3805,4596,4/03/2024,Cairns,BUSINESS TO BUSINESS
1069790.5,21032,59428,4/03/2024,Cairns,BARS/TAVERNS/LOUNGES/DISCOS
275856.44,4340,4751,4/03/2024,Cairns,DUTY FREE STORES
243149.6,2518,2575,4/03/2024,Cairns,PROFESSIONAL SERVICES
431142.78,9068,13125,4/03/2024,Cairns,ENTERTAINMENT
24380.797,75,104,4/03/2024,Cairns,TRAILER PARKS AND CAMPGROUNDS
102627.164,515,518,4/03/2024,Cairns,TELECOM
2351291.2,22808,30455,4/03/2024,Cairns,RETAIL STORES
1.0007621E7,120662,316806,4/03/2024,Cairns,FOOD & GROCERY
79325.12,2293,3115,4/03/2024,Cairns,ENTERTAINMENT - OTHERS
404270.5,6645,7660,26/08/2024,Cairns,FUEL
406694.72,3457,3336,26/08/2024,Cairns,RETAIL STORES
345742.38,3616,4063,26/08/2024,Cairns,RETAIL GOODS
14682.274,165,179,26/08/2024,Cairns,TRAVEL AGENCIES
31483.246,275,267,26/08/2024,Cairns,TOURIST ATTRACTIONS
36293.176,335,342,30/09/2024,Cairns,TOURIST ATTRACTIONS
341134,9096,7144,30/09/2024,Cairns,FUEL
216745.64,2279,3032,30/09/2024,Cairns,EDUCATION & GOVERNMENT
798191.75,5246,5791,30/09/2024,Cairns,HOME IMPROVEMENT & SUPPLY
1539273.9,36883,35637,30/09/2024,Cairns,FOOD & GROCERY
128731.69,3066,3552,30/09/2024,Cairns,BARS/TAVERNS/LOUNGES/DISCOS
379551.66,3734,3281,30/09/2024,Cairns,RETAIL STORES
53556.008,809,912,30/09/2024,Cairns,DUTY FREE STORES
50715.246,264,373,30/09/2024,Cairns,TRAVEL AGENCIES
91837.81,4248,3981,30/09/2024,Cairns,TRANSPORTATION
173039.1,3703,4231,30/09/2024,Cairns,DISCOUNT & VARIETY STORES
532863.44,5589,6404,6/03/2023,Cairns,BUSINESS TO BUSINESS
19272.898,87,124,6/03/2023,Cairns,TRAILER PARKS AND CAMPGROUNDS
1.2922477E7,89518,210815,6/03/2023,Cairns,FOOD & GROCERY
1673125.5,63420,85152,6/03/2023,Cairns,FAST FOOD RESTAURANTS
2618560,31298,52025,1/04/2024,Cairns,PKG STORES/BEER/WINE/LIQUOR
476985.16,8069,15827,1/04/2024,Cairns,ENTERTAINMENT
2801154.2,23549,29957,1/04/2024,Cairns,RETAIL STORES
13236.436,83,103,1/04/2024,Cairns,TRAILER PARKS AND CAMPGROUNDS
327780,5634,5902,1/04/2024,Cairns,DUTY FREE STORES
9453387,122389,285892,1/04/2024,Cairns,FOOD & GROCERY
223698.47,2682,3010,1/04/2024,Cairns,TOURIST ATTRACTIONS
482754.25,5188,5510,1/04/2024,Cairns,BUSINESS TO BUSINESS
86930.08,662,627,1/04/2024,Cairns,TELECOM
410581.12,1743,2795,1/04/2024,Cairns,TRAVEL AGENCIES
736756.6,7044,10317,1/04/2024,Cairns,EDUCATION & GOVERNMENT
3330555.5,68720,123179,1/04/2024,Cairns,RESTAURANTS
3385794.5,44605,67437,1/04/2024,Cairns,FUEL
854930.2,14675,15633,1/04/2024,Cairns,RETAIL SERVICES
1578228.8,22113,53506,1/04/2024,Cairns,BARS/TAVERNS/LOUNGES/DISCOS
3356681.5,46953,60036,1/04/2024,Cairns,HEALTH CARE & DRUG STORE
114310.14,2952,2690,1/04/2024,Cairns,ENTERTAINMENT - OTHERS
442698.1,1112,1140,1/04/2024,Cairns,VEHICLE RENTAL
2523795.2,59418,111643,1/04/2024,Cairns,FAST FOOD RESTAURANTS
5060861.5,31639,36734,1/04/2024,Cairns,HOME IMPROVEMENT & SUPPLY
1919262.5,9775,14638,1/04/2024,Cairns,AUTOMOTIVE
276739.5,2989,2702,1/04/2024,Cairns,PROFESSIONAL SERVICES
1947724.6,24109,36655,1/04/2024,Cairns,DISCOUNT & VARIETY STORES
3236552,31765,31060,1/04/2024,Cairns,RETAIL GOODS
586165,23317,27795,1/04/2024,Cairns,TRANSPORTATION
1983251.9,15726,23905,1/04/2024,Cairns,HOTELS/MOTELS & RESORTS
34663.094,380,364,1/04/2024,Cairns,AIRLINES/AIR CARRIERS
1.178156E7,128449,268761,7/10/2024,Cairns,FOOD & GROCERY
511035.88,8813,11705,7/10/2024,Cairns,ENTERTAINMENT
3745382.2,24411,32523,7/10/2024,Cairns,RETAIL STORES
486349.84,4783,6430,7/10/2024,Cairns,BUSINESS TO BUSINESS
905384.56,1531,1446,7/10/2024,Cairns,VEHICLE RENTAL
4675208,25582,40713,7/10/2024,Cairns,HOME IMPROVEMENT & SUPPLY
1838783.9,27185,35174,7/10/2024,Cairns,DISCOUNT & VARIETY STORES
314881.75,3032,3174,7/10/2024,Cairns,TOURIST ATTRACTIONS
394029.53,6522,8383,7/10/2024,Cairns,DUTY FREE STORES
2951871.5,35289,33776,7/10/2024,Cairns,RETAIL GOODS
4255544,81378,135163,7/10/2024,Cairns,RESTAURANTS
2485790.5,14385,28723,7/10/2024,Cairns,HOTELS/MOTELS & RESORTS
5148234,32327,52638,7/10/2024,Cairns,HEALTH CARE & DRUG STORE
709009.8,25587,39104,7/10/2024,Cairns,TRANSPORTATION
2153611,68490,133951,7/10/2024,Cairns,FAST FOOD RESTAURANTS
460573.6,2005,3430,7/10/2024,Cairns,TRAVEL AGENCIES
890782.94,8272,12996,7/10/2024,Cairns,EDUCATION & GOVERNMENT
1303870.4,23563,50331,7/10/2024,Cairns,BARS/TAVERNS/LOUNGES/DISCOS
266370.94,2495,4089,7/10/2024,Cairns,PROFESSIONAL SERVICES
2763916.2,9028,12258,7/10/2024,Cairns,AUTOMOTIVE
45571.062,194,267,7/10/2024,Cairns,AIRLINES/AIR CARRIERS
63204.168,685,739,7/10/2024,Cairns,TELECOM
43933.527,1247,1513,7/10/2024,Cairns,ENTERTAINMENT - OTHERS
38431.215,125,204,7/10/2024,Cairns,TRAILER PARKS AND CAMPGROUNDS
2487939.5,29016,42339,7/10/2024,Cairns,PKG STORES/BEER/WINE/LIQUOR
2668973.5,53382,84100,7/10/2024,Cairns,FUEL
916827.8,13193,18919,7/10/2024,Cairns,RETAIL SERVICES
249829.78,2125,3241,13/02/2023,Cairns,PROFESSIONAL SERVICES
1291300,23145,39229,13/02/2023,Cairns,DISCOUNT & VARIETY STORES
1922008.2,56924,102018,13/02/2023,Cairns,FAST FOOD RESTAURANTS
330908.38,985,803,13/02/2023,Cairns,VEHICLE RENTAL
3192807.2,73351,119000,13/02/2023,Cairns,RESTAURANTS
402866.44,20647,35825,13/02/2023,Cairns,TRANSPORTATION
2524890.5,47258,62503,13/02/2023,Cairns,FUEL
1.1564664E7,90093,220292,13/02/2023,Cairns,FOOD & GROCERY
2674935.8,20165,23960,13/02/2023,Cairns,RETAIL STORES
197969.97,3272,3825,13/02/2023,Cairns,TOURIST ATTRACTIONS
2745483,31640,55241,13/02/2023,Cairns,PKG STORES/BEER/WINE/LIQUOR
3444625,26102,39007,13/02/2023,Cairns,HOME IMPROVEMENT & SUPPLY
69774.64,2208,2666,13/02/2023,Cairns,ENTERTAINMENT - OTHERS
314785.66,1224,1805,13/02/2023,Cairns,TRAVEL AGENCIES
107186.27,1266,1430,13/02/2023,Cairns,TELECOM
1555457.2,10587,14981,13/02/2023,Cairns,EDUCATION & GOVERNMENT
626671.3,6352,7955,13/02/2023,Cairns,BUSINESS TO BUSINESS
1511986.4,11453,26629,13/02/2023,Cairns,HOTELS/MOTELS & RESORTS
203260.86,3223,4391,13/02/2023,Cairns,DUTY FREE STORES
102712.37,862,892,13/02/2023,Cairns,AIRLINES/AIR CARRIERS
1049315.1,11854,11589,13/02/2023,Cairns,RETAIL SERVICES
2678478.2,9652,13086,13/02/2023,Cairns,AUTOMOTIVE
1021549,20003,54316,13/02/2023,Cairns,BARS/TAVERNS/LOUNGES/DISCOS
21348.982,100,94,13/02/2023,Cairns,TRAILER PARKS AND CAMPGROUNDS
3184742.2,29629,38443,13/02/2023,Cairns,RETAIL GOODS
3871853.2,39025,49740,13/02/2023,Cairns,HEALTH CARE & DRUG STORE
385485.25,8559,16266,13/02/2023,Cairns,ENTERTAINMENT
3439204,29599,50651,1/01/2024,Cairns,RETAIL GOODS
703406.6,1536,1307,1/01/2024,Cairns,VEHICLE RENTAL
1863214.4,27837,39533,1/01/2024,Cairns,PKG STORES/BEER/WINE/LIQUOR
459946.16,9926,14945,1/01/2024,Cairns,ENTERTAINMENT
853630.2,12241,14564,1/01/2024,Cairns,RETAIL SERVICES
4270767.5,59780,117258,1/01/2024,Cairns,RESTAURANTS
209287.33,1432,2137,1/01/2024,Cairns,PROFESSIONAL SERVICES
520821.16,17347,26901,1/01/2024,Cairns,TRANSPORTATION
4031630.8,25363,37690,1/01/2024,Cairns,RETAIL STORES
445003.1,5491,5618,1/01/2024,Cairns,BUSINESS TO BUSINESS
2327153.8,8570,13516,1/01/2024,Cairns,AUTOMOTIVE
3205606,42484,60932,1/01/2024,Cairns,FUEL
356314.12,3294,4627,1/01/2024,Cairns,TOURIST ATTRACTIONS
109291.65,873,825,1/01/2024,Cairns,AIRLINES/AIR CARRIERS
2504241.5,71466,111905,1/01/2024,Cairns,FAST FOOD RESTAURANTS
2369876.2,16922,36837,1/01/2024,Cairns,HOTELS/MOTELS & RESORTS
1630495.4,19604,58452,1/01/2024,Cairns,BARS/TAVERNS/LOUNGES/DISCOS
140755.42,3361,4251,1/01/2024,Cairns,ENTERTAINMENT - OTHERS
607247.44,5831,7603,1/01/2024,Cairns,EDUCATION & GOVERNMENT
1.1620698E7,118415,217970,1/01/2024,Cairns,FOOD & GROCERY
5793204,29280,49714,1/01/2024,Cairns,HOME IMPROVEMENT & SUPPLY
427874.6,7023,12923,26/06/2023,Cairns,ENTERTAINMENT
2668813.2,9966,14966,26/06/2023,Cairns,AUTOMOTIVE
233268.23,2651,5302,26/06/2023,Cairns,TOURIST ATTRACTIONS
2518651,39422,49888,26/06/2023,Cairns,FUEL
4512965,38077,44332,26/06/2023,Cairns,HEALTH CARE & DRUG STORE
3607448.5,47067,87713,26/06/2023,Cairns,RESTAURANTS
2154509.2,10525,22749,26/06/2023,Cairns,HOTELS/MOTELS & RESORTS
272116.53,1221,1651,26/06/2023,Cairns,TRAVEL AGENCIES
208417.97,2891,4409,26/06/2023,Cairns,DUTY FREE STORES
398375.4,3851,4029,26/06/2023,Cairns,BUSINESS TO BUSINESS
689148.6,13232,22650,26/06/2023,Cairns,BARS/TAVERNS/LOUNGES/DISCOS
1371860.2,55456,85299,26/06/2023,Cairns,FAST FOOD RESTAURANTS
2781379.2,23038,32075,26/06/2023,Cairns,RETAIL GOODS
7240449.5,98855,182694,26/06/2023,Cairns,FOOD & GROCERY
634285.2,23309,29476,26/06/2023,Cairns,TRANSPORTATION
79342.43,950,1068,26/06/2023,Cairns,TELECOM
805040.6,10441,12359,26/06/2023,Cairns,RETAIL SERVICES
1634946.6,24750,40003,26/06/2023,Cairns,PKG STORES/BEER/WINE/LIQUOR
242658.47,2270,2073,26/06/2023,Cairns,PROFESSIONAL SERVICES
55092.598,376,404,26/06/2023,Cairns,AIRLINES/AIR CARRIERS
59634.5,359,573,26/06/2023,Cairns,TRAILER PARKS AND CAMPGROUNDS
1269098.9,24973,30970,26/06/2023,Cairns,DISCOUNT & VARIETY STORES
998789.1,5819,11018,26/06/2023,Cairns,EDUCATION & GOVERNMENT
87044.58,2275,3216,26/06/2023,Cairns,ENTERTAINMENT - OTHERS
4074551,21040,32947,26/06/2023,Cairns,HOME IMPROVEMENT & SUPPLY
3295687.8,17916,33566,26/06/2023,Cairns,RETAIL STORES
838688.06,1422,1434,26/06/2023,Cairns,VEHICLE RENTAL
22638.963,128,209,10/04/2023,Cairns,TRAILER PARKS AND CAMPGROUNDS
1.1437533E7,104155,285008,10/04/2023,Cairns,FOOD & GROCERY
207176.08,3874,4257,10/04/2023,Cairns,ENTERTAINMENT - OTHERS
376038.6,6385,7090,10/04/2023,Cairns,BUSINESS TO BUSINESS
1818805.1,24205,48417,10/04/2023,Cairns,DISCOUNT & VARIETY STORES
2819844,28141,43033,10/04/2023,Cairns,RETAIL STORES
2215826,27718,45320,10/04/2023,Cairns,PKG STORES/BEER/WINE/LIQUOR
580355.44,2118,2545,10/04/2023,Cairns,TRAVEL AGENCIES
2579411,13641,15210,10/04/2023,Cairns,AUTOMOTIVE
1012827.94,11025,18575,10/04/2023,Cairns,RETAIL SERVICES
3959904.2,59556,142922,10/04/2023,Cairns,RESTAURANTS
4814746.5,36853,57029,10/04/2023,Cairns,HEALTH CARE & DRUG STORE
106149.87,1357,1554,10/04/2023,Cairns,TELECOM
445979.44,5449,7891,10/04/2023,Cairns,TOURIST ATTRACTIONS
274606.53,5131,6297,10/04/2023,Cairns,DUTY FREE STORES
913622.25,7284,13357,10/04/2023,Cairns,EDUCATION & GOVERNMENT
56256.402,386,535,10/04/2023,Cairns,AIRLINES/AIR CARRIERS
1174223.1,16896,59694,10/04/2023,Cairns,BARS/TAVERNS/LOUNGES/DISCOS
779505.44,1442,1266,10/04/2023,Cairns,VEHICLE RENTAL
2358836.8,77556,140697,10/04/2023,Cairns,FAST FOOD RESTAURANTS
231957.84,2409,2431,10/04/2023,Cairns,PROFESSIONAL SERVICES
3751909.8,32028,49511,10/04/2023,Cairns,RETAIL GOODS
649357.06,24914,39828,10/04/2023,Cairns,TRANSPORTATION
5605722,25655,41305,10/04/2023,Cairns,HOME IMPROVEMENT & SUPPLY
463541.12,8206,19138,10/04/2023,Cairns,ENTERTAINMENT
3548994.5,38796,65786,10/04/2023,Cairns,FUEL
2703276.2,17393,33955,10/04/2023,Cairns,HOTELS/MOTELS & RESORTS
78526.33,2936,2765,17/06/2024,Cairns,ENTERTAINMENT - OTHERS
734510.6,25961,32493,17/06/2024,Cairns,TRANSPORTATION
296442.38,3315,4184,17/06/2024,Cairns,PROFESSIONAL SERVICES
244755.89,1837,2429,17/06/2024,Cairns,TOURIST ATTRACTIONS
767223.6,9264,14510,17/06/2024,Cairns,EDUCATION & GOVERNMENT
1953850.9,29933,45886,17/06/2024,Cairns,DISCOUNT & VARIETY STORES
3457980.8,36035,37681,17/06/2024,Cairns,RETAIL GOODS
486271.06,3766,5721,17/06/2024,Cairns,BUSINESS TO BUSINESS
4495123.5,34914,60345,17/06/2024,Cairns,HEALTH CARE & DRUG STORE
5830195.5,25618,38507,17/06/2024,Cairns,HOME IMPROVEMENT & SUPPLY
73714.44,627,586,17/06/2024,Cairns,TELECOM
2491540,33286,56341,17/06/2024,Cairns,PKG STORES/BEER/WINE/LIQUOR
3865109,26699,30136,17/06/2024,Cairns,RETAIL STORES
758440.4,12613,18954,17/06/2024,Cairns,RETAIL SERVICES
40693.04,164,162,17/06/2024,Cairns,TRAILER PARKS AND CAMPGROUNDS
454739.94,2195,3317,17/06/2024,Cairns,TRAVEL AGENCIES
1983308.5,72572,138455,17/06/2024,Cairns,FAST FOOD RESTAURANTS
1.3362191E7,102977,315260,17/06/2024,Cairns,FOOD & GROCERY
48353.508,323,308,17/06/2024,Cairns,AIRLINES/AIR CARRIERS
1300415.6,20797,45066,17/06/2024,Cairns,BARS/TAVERNS/LOUNGES/DISCOS
4607745,70121,114458,17/06/2024,Cairns,RESTAURANTS
2429878,10128,12163,17/06/2024,Cairns,AUTOMOTIVE
2815667.8,43626,69491,17/06/2024,Cairns,FUEL
2086020.4,16061,27476,17/06/2024,Cairns,HOTELS/MOTELS & RESORTS
487425.94,9228,19286,17/06/2024,Cairns,ENTERTAINMENT
750067.8,1180,1327,17/06/2024,Cairns,VEHICLE RENTAL
295210.8,5869,7298,17/06/2024,Cairns,DUTY FREE STORES
69809.95,405,594,4/09/2023,Cairns,AIRLINES/AIR CARRIERS
95867.16,3605,4551,4/09/2023,Cairns,ENTERTAINMENT - OTHERS
25920.46,142,206,4/09/2023,Cairns,TRAILER PARKS AND CAMPGROUNDS
3000165.2,31791,39445,4/09/2023,Cairns,PKG STORES/BEER/WINE/LIQUOR
242001.12,6236,7203,4/09/2023,Cairns,DUTY FREE STORES
4130429.8,81309,128998,4/09/2023,Cairns,RESTAURANTS
2866945.5,13983,32079,4/09/2023,Cairns,HOTELS/MOTELS & RESORTS
1358570.9,23233,52955,4/09/2023,Cairns,BARS/TAVERNS/LOUNGES/DISCOS
333973.28,2747,3419,4/09/2023,Cairns,PROFESSIONAL SERVICES
86505.266,659,901,4/09/2023,Cairns,TELECOM
384232.06,2106,2499,4/09/2023,Cairns,TRAVEL AGENCIES
5295802,33337,61272,4/09/2023,Cairns,HEALTH CARE & DRUG STORE
1.0001171E7,112472,301794,4/09/2023,Cairns,FOOD & GROCERY
1159150.9,14812,16291,4/09/2023,Cairns,RETAIL SERVICES
261868.98,2987,5032,4/09/2023,Cairns,TOURIST ATTRACTIONS
2092952.6,11589,17511,4/09/2023,Cairns,AUTOMOTIVE
4304746,36514,35090,4/09/2023,Cairns,RETAIL GOODS
794864.44,26775,37938,4/09/2023,Cairns,TRANSPORTATION
583871.2,5415,5838,4/09/2023,Cairns,BUSINESS TO BUSINESS
3196527.5,40868,78722,4/09/2023,Cairns,FUEL
1809248.8,77598,105018,4/09/2023,Cairns,FAST FOOD RESTAURANTS
5371990.5,32026,31405,4/09/2023,Cairns,HOME IMPROVEMENT & SUPPLY
790130,1373,1574,4/09/2023,Cairns,VEHICLE RENTAL
356803.8,5391,6468,1/01/2024,Cairns,DUTY FREE STORES
3907159.2,43200,40044,1/01/2024,Cairns,HEALTH CARE & DRUG STORE
18811.232,83,174,1/01/2024,Cairns,TRAILER PARKS AND CAMPGROUNDS
74891.984,663,682,1/01/2024,Cairns,TELECOM
1657060.4,34096,42566,1/01/2024,Cairns,DISCOUNT & VARIETY STORES
475390.38,2247,3433,1/01/2024,Cairns,TRAVEL AGENCIES
3978307.8,21263,30606,4/09/2023,Cairns,RETAIL STORES
436434.03,9476,18178,4/09/2023,Cairns,ENTERTAINMENT
1064179,9165,19340,4/09/2023,Cairns,EDUCATION & GOVERNMENT
1710126.4,23129,47355,4/09/2023,Cairns,DISCOUNT & VARIETY STORES
3229370.8,55914,112121,20/11/2023,Cairns,RESTAURANTS
563701.06,20673,40645,20/11/2023,Cairns,TRANSPORTATION
2622956.8,10946,13090,20/11/2023,Cairns,AUTOMOTIVE
3837537.2,52005,69805,20/11/2023,Cairns,FUEL
11854.456,400,478,26/08/2024,Cairns,ENTERTAINMENT - OTHERS
697205.75,14531,13149,26/08/2024,Cairns,RESTAURANTS
1846685.2,29876,36999,26/08/2024,Cairns,FOOD & GROCERY
50896.86,770,910,26/08/2024,Cairns,DUTY FREE STORES
7663.718,447,466,26/08/2024,Cairns,BUSINESS TO BUSINESS
36739.223,130,148,26/08/2024,Cairns,VEHICLE RENTAL
67495.26,1601,2200,26/08/2024,Cairns,ENTERTAINMENT
497846.5,4551,5181,26/08/2024,Cairns,HOME IMPROVEMENT & SUPPLY
361571.22,2814,4527,26/08/2024,Cairns,HOTELS/MOTELS & RESORTS
42602.89,1017,1643,26/08/2024,Cairns,RETAIL SERVICES
219861.2,10864,13092,26/08/2024,Cairns,FAST FOOD RESTAURANTS
83796.85,1513,1558,26/08/2024,Cairns,AUTOMOTIVE
269831.7,3747,3920,26/08/2024,Cairns,HEALTH CARE & DRUG STORE
5879.778,61,73,26/08/2024,Cairns,TELECOM
85402.89,2827,2382,26/08/2024,Cairns,TRANSPORTATION
10830.433,275,311,26/08/2024,Cairns,EDUCATION & GOVERNMENT
242706.98,5763,7827,26/08/2024,Cairns,BARS/TAVERNS/LOUNGES/DISCOS
7447.023,249,295,26/08/2024,Cairns,PROFESSIONAL SERVICES
363230.62,5265,5450,26/08/2024,Cairns,PKG STORES/BEER/WINE/LIQUOR
217907.38,3749,5819,26/08/2024,Cairns,DISCOUNT & VARIETY STORES
305924.3,2060,3071,15/01/2024,Cairns,PROFESSIONAL SERVICES
2251675.2,61176,128148,15/01/2024,Cairns,FAST FOOD RESTAURANTS
3704048.8,66396,119453,15/01/2024,Cairns,RESTAURANTS
1092750,19656,49748,15/01/2024,Cairns,BARS/TAVERNS/LOUNGES/DISCOS
119029.81,567,716,15/01/2024,Cairns,AIRLINES/AIR CARRIERS
1590879.6,10469,16239,15/01/2024,Cairns,EDUCATION & GOVERNMENT
2821523,42004,77418,15/01/2024,Cairns,FUEL
9551399,135840,326447,15/01/2024,Cairns,FOOD & GROCERY
4220541,39697,48983,15/01/2024,Cairns,RETAIL GOODS
116300.664,3348,3567,15/01/2024,Cairns,ENTERTAINMENT - OTHERS
267395.12,4372,4987,15/01/2024,Cairns,DUTY FREE STORES
2250214,26182,50432,15/01/2024,Cairns,PKG STORES/BEER/WINE/LIQUOR
248962.11,2251,3122,15/01/2024,Cairns,TOURIST ATTRACTIONS
401334.3,2056,2286,15/01/2024,Cairns,TRAVEL AGENCIES
1488839.2,11244,22541,15/01/2024,Cairns,HOTELS/MOTELS & RESORTS
29056.486,75,128,15/01/2024,Cairns,TRAILER PARKS AND CAMPGROUNDS
510654.97,21158,24111,15/01/2024,Cairns,TRANSPORTATION
482713.25,7872,19758,15/01/2024,Cairns,ENTERTAINMENT
4450620,27086,48228,15/01/2024,Cairns,HOME IMPROVEMENT & SUPPLY
1660090,34735,41320,15/01/2024,Cairns,DISCOUNT & VARIETY STORES
588756.5,1390,1106,15/01/2024,Cairns,VEHICLE RENTAL
2976563.5,22268,36272,15/01/2024,Cairns,RETAIL STORES
2300794.2,7885,11849,15/01/2024,Cairns,AUTOMOTIVE
678640,6542,8993,15/01/2024,Cairns,BUSINESS TO BUSINESS
1036679.44,11597,16600,15/01/2024,Cairns,RETAIL SERVICES
90401.99,701,717,15/01/2024,Cairns,TELECOM
4141762.5,34088,45936,15/01/2024,Cairns,HEALTH CARE & DRUG STORE
41055.594,373,297,29/01/2024,Cairns,TELECOM
878481.3,15268,37702,29/01/2024,Cairns,BARS/TAVERNS/LOUNGES/DISCOS
23040.402,166,231,29/01/2024,Cairns,AIRLINES/AIR CARRIERS
1631172.9,14517,20846,29/01/2024,Cairns,RETAIL STORES
171124.86,753,721,29/01/2024,Cairns,TRAVEL AGENCIES
756979.1,7131,6215,29/01/2024,Cairns,EDUCATION & GOVERNMENT
228304.12,569,713,29/01/2024,Cairns,VEHICLE RENTAL
709831.9,8788,17521,29/01/2024,Cairns,HOTELS/MOTELS & RESORTS
38276.92,1094,1387,29/01/2024,Cairns,ENTERTAINMENT - OTHERS
94828.3,1260,1796,29/01/2024,Cairns,TOURIST ATTRACTIONS
308728.3,3585,5204,29/01/2024,Cairns,BUSINESS TO BUSINESS
2115138,19590,25692,29/01/2024,Cairns,HEALTH CARE & DRUG STORE
249590.1,9192,13569,29/01/2024,Cairns,TRANSPORTATION
6540999.5,83732,126244,29/01/2024,Cairns,FOOD & GROCERY
1893746.4,41868,75259,29/01/2024,Cairns,RESTAURANTS
344276.44,6450,11710,29/01/2024,Cairns,ENTERTAINMENT
3045392.2,21744,21498,29/01/2024,Cairns,HOME IMPROVEMENT & SUPPLY
1833261.6,31387,42374,29/01/2024,Cairns,FUEL
486144.75,9092,11224,29/01/2024,Cairns,RETAIL SERVICES
170228.05,2830,3042,29/01/2024,Cairns,DUTY FREE STORES
1377843.1,43481,73582,29/01/2024,Cairns,FAST FOOD RESTAURANTS
2176537,22666,23494,29/01/2024,Cairns,RETAIL GOODS
1602794.9,23307,23896,29/01/2024,Cairns,PKG STORES/BEER/WINE/LIQUOR
95262.92,1502,1459,29/01/2024,Cairns,PROFESSIONAL SERVICES
1130511.6,22126,27250,29/01/2024,Cairns,DISCOUNT & VARIETY STORES
1003149.8,4791,6649,29/01/2024,Cairns,AUTOMOTIVE
1.0054962E7,106486,271762,25/03/2024,Cairns,FOOD & GROCERY
418121.7,7723,11482,25/03/2024,Cairns,ENTERTAINMENT
1779778.1,11666,26404,25/03/2024,Cairns,HOTELS/MOTELS & RESORTS
336750.34,3733,3808,25/03/2024,Cairns,BUSINESS TO BUSINESS
3277113,48124,66319,25/03/2024,Cairns,FUEL
4069420.2,20753,26143,25/03/2024,Cairns,HOME IMPROVEMENT & SUPPLY
219427.75,1754,2676,25/03/2024,Cairns,TOURIST ATTRACTIONS
82525.88,2014,2504,25/03/2024,Cairns,ENTERTAINMENT - OTHERS
3021547.2,54529,105831,25/03/2024,Cairns,RESTAURANTS
46533.367,211,259,25/03/2024,Cairns,AIRLINES/AIR CARRIERS
3682847.8,41872,53670,25/03/2024,Cairns,HEALTH CARE & DRUG STORE
268269.38,2077,2068,25/03/2024,Cairns,PROFESSIONAL SERVICES
845870.8,9738,15752,25/03/2024,Cairns,RETAIL SERVICES
1539996,15957,42160,25/03/2024,Cairns,BARS/TAVERNS/LOUNGES/DISCOS
3666517.8,28176,27002,25/03/2024,Cairns,RETAIL GOODS
424843.88,824,1023,25/03/2024,Cairns,VEHICLE RENTAL
2336584.8,20350,22655,25/03/2024,Cairns,RETAIL STORES
59369.312,478,490,25/03/2024,Cairns,TELECOM
395170.84,1771,2711,25/03/2024,Cairns,TRAVEL AGENCIES
2609949.5,34238,47633,25/03/2024,Cairns,PKG STORES/BEER/WINE/LIQUOR
1630307.1,54234,90877,25/03/2024,Cairns,FAST FOOD RESTAURANTS
255769.44,5682,6311,25/03/2024,Cairns,DUTY FREE STORES
14286.982,102,92,25/03/2024,Cairns,TRAILER PARKS AND CAMPGROUNDS
1915466.6,26925,41830,25/03/2024,Cairns,DISCOUNT & VARIETY STORES
822125.8,6700,14414,25/03/2024,Cairns,EDUCATION & GOVERNMENT
646698.5,15842,29195,25/03/2024,Cairns,TRANSPORTATION
1961206.4,7471,10208,25/03/2024,Cairns,AUTOMOTIVE
68604.89,813,929,31/07/2023,Cairns,BUSINESS TO BUSINESS
1615541.8,28936,39178,31/07/2023,Cairns,FOOD & GROCERY
9925.843,108,102,31/07/2023,Cairns,TELECOM
52952.57,273,345,31/07/2023,Cairns,TRAVEL AGENCIES
641195.2,7867,9867,31/07/2023,Cairns,HEALTH CARE & DRUG STORE
493041.62,7358,10576,31/07/2023,Cairns,FUEL
414842.12,3193,3576,31/07/2023,Cairns,RETAIL STORES
448210.28,1488,2299,31/07/2023,Cairns,AUTOMOTIVE
90214.65,2372,2950,31/07/2023,Cairns,BARS/TAVERNS/LOUNGES/DISCOS
15530.408,83,68,31/07/2023,Cairns,AIRLINES/AIR CARRIERS
698807.94,5175,4650,31/07/2023,Cairns,HOME IMPROVEMENT & SUPPLY
284988.44,10957,13461,31/07/2023,Cairns,FAST FOOD RESTAURANTS
