date,lga_name,average_historical_occupancy,average_daily_rate,date,lga_name,average_length_of_stay,average_booking_window,,
2023-05-23,Noosa,0.434,325.155,2023-05-23,Noosa,3.2718,25.432,,1
2023-05-23,Whitsunday,0.5544,356.9985,2023-05-23,Whitsunday,3.2201,39.2293,,1
2023-05-24,Cairns,0.6122,244.3075,2023-05-24,Cairns,3.4945,46.5559,,1
2023-05-24,Gold Coast,0.5068,261.5502,2023-05-24,Gold Coast,4.7227,36.4244,,1
2023-05-24,Noosa,0.4335,332.9338,2023-05-24,Noosa,4.7658,35.8,,1
2023-05-24,Whitsunday,0.538,361.2543,2023-05-24,Whitsunday,4.17,54.2,,1
2023-05-25,Cairns,0.631,249.531,2023-05-25,Cairns,4.0912,47.7035,,1
2023-05-25,Gold Coast,0.5502,267.5476,2023-05-25,Gold Coast,3.669,35.7942,,1
2023-05-25,Noosa,0.497,340.0303,2023-05-25,Noosa,3.6363,56.8768,,1
2023-05-25,Whitsunday,0.5961,366.0126,2023-05-25,Whitsunday,3.1904,58.4693,,1
2023-05-26,Cairns,0.6488,252.6065,2023-05-26,Cairns,3.5876,41.88,,1
2023-05-26,Gold Coast,0.6094,312.1473,2023-05-26,Gold Coast,2.7629,40.0653,,1
2023-05-26,Noosa,0.661,355.5687,2023-05-26,Noosa,3.1119,83.0243,,1
2023-05-26,Whitsunday,0.65,371.2316,2023-05-26,Whitsunday,3.2738,54.0833,,1
2023-05-27,Cairns,0.6365,248.124,2023-05-27,Cairns,5.1091,45.1971,,1
2023-05-27,Gold Coast,0.6587,317.1758,2023-05-27,Gold Coast,3.0738,33.1476,,1
2023-05-27,Noosa,0.6658,355.9146,2023-05-27,Noosa,4.6937,38.4928,,1
2023-05-27,Whitsunday,0.6612,362.0054,2023-05-27,Whitsunday,3.5583,33.7333,,1
2023-05-28,Cairns,0.6224,248.534,2023-05-28,Cairns,4.3,57.6133,,1
2023-05-28,Gold Coast,0.5588,271.5491,2023-05-28,Gold Coast,4.7985,39.4137,,1
2023-05-28,Noosa,0.5152,337.8311,2023-05-28,Noosa,5.7208,43.05,,1
2023-05-28,Whitsunday,0.5812,359.3029,2023-05-28,Whitsunday,3.9242,47.0378,,1
2023-05-29,Cairns,0.5916,241.2118,2023-05-29,Cairns,3.9073,42.5637,,1
2023-05-29,Gold Coast,0.507,265.1827,2023-05-29,Gold Coast,4.5045,37.4283,,1
2023-05-29,Noosa,0.4324,328.5356,2023-05-29,Noosa,4.8433,31.6912,,1
2023-05-29,Whitsunday,0.5181,352.8839,2023-05-29,Whitsunday,3.7264,46.4444,,1
2023-05-30,Cairns,0.5751,237.0911,2023-05-30,Cairns,4.3256,41.7247,,1
2023-05-30,Gold Coast,0.4846,264.1254,2023-05-30,Gold Coast,4.6031,32.7671,,1
2023-05-30,Noosa,0.428,328.8608,2023-05-30,Noosa,5.1831,35.292,,1
2023-05-30,Whitsunday,0.5154,356.4773,2023-05-30,Whitsunday,3.4489,52.2346,,1
2023-05-31,Cairns,0.5741,239.1085,2023-05-31,Cairns,4.8853,61.3478,,1
2023-05-31,Gold Coast,0.4715,262.9248,2023-05-31,Gold Coast,5.0419,32.3433,,1
2023-05-31,Noosa,0.4192,328.2129,2023-05-31,Noosa,3.8703,57.9027,,1
2023-05-31,Whitsunday,0.493,366.376,2023-05-31,Whitsunday,3.8602,67.0107,,1
2023-06-01,Cairns,0.5753,249.5702,2023-06-01,Cairns,7.9182,78.066,,1
2023-06-01,Gold Coast,0.4944,260.517,2023-06-01,Gold Coast,9.7593,52.1626,,1
2023-06-01,Noosa,0.463,325.9932,2023-06-01,Noosa,11.482,71.5838,,1
2023-06-01,Whitsunday,0.5464,373.7354,2023-06-01,Whitsunday,6.8689,54.9862,,1
2023-06-02,Cairns,0.5966,250.1455,2023-06-02,Cairns,6.1754,60.7894,,1
2023-06-02,Gold Coast,0.561,301.3941,2023-06-02,Gold Coast,3.6872,34.8472,,1
2023-06-02,Noosa,0.5041,333.5768,2023-06-02,Noosa,3.6303,42.5873,,1
2023-06-02,Whitsunday,0.6064,369.6019,2023-06-02,Whitsunday,3.6092,46.8874,,1
2023-06-03,Cairns,0.6031,247.4835,2023-06-03,Cairns,5.3479,61.4594,,1
2023-06-03,Gold Coast,0.6024,308.7181,2023-06-03,Gold Coast,3.7236,33.5931,,1
2023-06-03,Noosa,0.5417,333.8024,2023-06-03,Noosa,5.2357,55.2357,,1
2023-06-03,Whitsunday,0.6066,367.8744,2023-06-03,Whitsunday,4.0625,51.491,,1
2023-06-04,Cairns,0.6045,246.6533,2023-06-04,Cairns,4.1149,47.7318,,1
2023-06-04,Gold Coast,0.5096,265.1103,2023-06-04,Gold Coast,5.0825,37.9628,,1
2023-06-04,Noosa,0.4539,326.1665,2023-06-04,Noosa,4.2184,30.3689,,1
2023-06-04,Whitsunday,0.5622,365.2184,2023-06-04,Whitsunday,3.9495,39.9495,,1
2023-06-05,Cairns,0.5957,242.2927,2023-06-05,Cairns,4.4921,43.5275,,1
2023-06-05,Gold Coast,0.484,261.5472,2023-06-05,Gold Coast,5.2091,39.2573,,1
2023-06-05,Noosa,0.4371,321.2733,2023-06-05,Noosa,4.2775,32.8149,,1
2023-06-05,Whitsunday,0.5362,348.1921,2023-06-05,Whitsunday,3.8958,43.6145,,1
2023-06-06,Cairns,0.6059,239.4482,2023-06-06,Cairns,4.4014,55.1189,,1
2023-06-06,Gold Coast,0.4812,259.3366,2023-06-06,Gold Coast,4.8811,40.3364,,1
2023-06-06,Noosa,0.4293,316.723,2023-06-06,Noosa,3.7142,26.0496,,1
2023-06-06,Whitsunday,0.5183,342.2261,2023-06-06,Whitsunday,4.5306,58.653,,1
2023-06-07,Cairns,0.6128,242.6875,2023-06-07,Cairns,4.7314,46.719,,1
2023-06-07,Gold Coast,0.506,259.127,2023-06-07,Gold Coast,5.2254,44.6102,,1
2023-06-07,Noosa,0.4523,320.7121,2023-06-07,Noosa,4.8571,27.1607,,1
2023-06-07,Whitsunday,0.547,347.4536,2023-06-07,Whitsunday,4.2315,58.5473,,1
2023-06-08,Cairns,0.6496,249.0698,2023-06-08,Cairns,5.1961,55.5852,,1
2023-06-08,Gold Coast,0.5592,260.9872,2023-06-08,Gold Coast,4.7904,44.1047,,1
2023-06-08,Noosa,0.5029,319.248,2023-06-08,Noosa,3.5816,45.2278,,1
2023-06-08,Whitsunday,0.6008,353.231,2023-06-08,Whitsunday,5.5584,48.961,,1
2023-06-09,Cairns,0.6684,249.3403,2023-06-09,Cairns,3.8746,59.047,,1
2023-06-09,Gold Coast,0.6438,309.6441,2023-06-09,Gold Coast,3.776,45.4931,,1
2023-06-09,Noosa,0.5698,330.8517,2023-06-09,Noosa,2.9369,41.3668,,1
2023-06-09,Whitsunday,0.6789,355.913,2023-06-09,Whitsunday,3.2699,63.184,,1
2023-06-10,Cairns,0.684,249.3434,2023-06-10,Cairns,5.3785,54.0964,,1
2023-06-10,Gold Coast,0.691,313.6791,2023-06-10,Gold Coast,3.8785,39.4958,,1
2023-06-10,Noosa,0.6148,331.8181,2023-06-10,Noosa,3.9003,39.4916,,1
2023-06-10,Whitsunday,0.7161,354.7051,2023-06-10,Whitsunday,3.4198,51.6183,,1
2023-06-11,Cairns,0.6687,249.7798,2023-06-11,Cairns,4.7266,51.9965,,1
2023-06-11,Gold Coast,0.6186,269.5054,2023-06-11,Gold Coast,6.1637,40.8448,,1
2023-06-11,Noosa,0.5388,315.9323,2023-06-11,Noosa,7.041,34.1692,,1
2023-06-11,Whitsunday,0.6593,358.979,2023-06-11,Whitsunday,3.7213,45.1065,,1
2023-06-12,Cairns,0.6442,243.8264,2023-06-12,Cairns,3.8892,56.2885,,1
2023-06-12,Gold Coast,0.5435,260.7178,2023-06-12,Gold Coast,5.5512,40.8661,,1
2023-06-12,Noosa,0.4816,317.0043,2023-06-12,Noosa,5.8492,37.5829,,1
2023-06-12,Whitsunday,0.601,353.4101,2023-06-12,Whitsunday,4.6548,55.4247,,1
2023-06-13,Cairns,0.6532,241.8085,2023-06-13,Cairns,3.5927,51.9768,,1
2023-06-13,Gold Coast,0.5199,254.4,2023-06-13,Gold Coast,5.0997,33.1598,,1
2023-06-13,Noosa,0.463,315.6868,2023-06-13,Noosa,5.4656,36.7301,,1
2023-06-13,Whitsunday,0.5553,344.4142,2023-06-13,Whitsunday,4.0898,48.3932,,1
2023-06-14,Cairns,0.6677,247.9119,2023-06-14,Cairns,4.4605,68.8947,,1
2023-06-14,Gold Coast,0.5166,252.1905,2023-06-14,Gold Coast,5.525,30.6253,,1
2023-06-14,Noosa,0.4721,314.0424,2023-06-14,Noosa,3.5876,35.9381,,1
2023-06-14,Whitsunday,0.5629,339.2772,2023-06-14,Whitsunday,3.8396,55.915,,1
2023-06-15,Cairns,0.7128,255.1704,2023-06-15,Cairns,4.6538,88.4487,,1
2023-06-15,Gold Coast,0.5402,249.3745,2023-06-15,Gold Coast,3.6955,31.4117,,1
2023-06-15,Noosa,0.4987,309.8317,2023-06-15,Noosa,4.4046,38.2645,,1
2023-06-15,Whitsunday,0.6006,340.6192,2023-06-15,Whitsunday,4.3892,49.6375,,1
2023-06-16,Cairns,0.7504,260.0441,2023-06-16,Cairns,3.7833,70.6722,,1
2023-06-16,Gold Coast,0.5922,295.2645,2023-06-16,Gold Coast,3.3462,34.119,,1
2023-06-16,Noosa,0.536,326.3613,2023-06-16,Noosa,3.744,43.9146,,1
2023-06-16,Whitsunday,0.6809,347.2687,2023-06-16,Whitsunday,3.0476,56.3968,,1
2023-06-17,Cairns,0.7583,259.4429,2023-06-17,Cairns,4.5851,61.4574,,1
2023-06-17,Gold Coast,0.6233,298.3163,2023-06-17,Gold Coast,3.81,31.6162,,1
2023-06-17,Noosa,0.5678,329.2757,2023-06-17,Noosa,4.676,49.7147,,1
2023-06-17,Whitsunday,0.696,349.9546,2023-06-17,Whitsunday,3.6608,45.4,,1
2023-06-18,Cairns,0.7378,258.4358,2023-06-18,Cairns,4.1098,54.3223,,1
2023-06-18,Gold Coast,0.564,256.2023,2023-06-18,Gold Coast,4.485,33.0299,,1
2023-06-18,Noosa,0.5225,320.4828,2023-06-18,Noosa,4.0817,33.1011,,1
2023-06-18,Whitsunday,0.6024,346.6368,2023-06-18,Whitsunday,4.7024,41.9256,,1
2023-06-19,Cairns,0.6888,255.5371,2023-06-19,Cairns,6.783,59.511,,1
2023-06-19,Gold Coast,0.532,252.7154,2023-06-19,Gold Coast,4.7548,34.2955,,1
2023-06-19,Noosa,0.4976,322.8582,2023-06-19,Noosa,4.9715,38.0818,,1
2023-06-19,Whitsunday,0.5722,342.6979,2023-06-19,Whitsunday,4.0152,48.9236,,1
2023-06-20,Cairns,0.6839,254.4083,2023-06-20,Cairns,4.5623,67.9529,,1
2023-06-20,Gold Coast,0.5226,252.873,2023-06-20,Gold Coast,4.1965,30.548,,1
2023-06-20,Noosa,0.4724,320.9671,2023-06-20,Noosa,4.4161,38.4223,,1
2023-06-20,Whitsunday,0.5879,343.7189,2023-06-20,Whitsunday,3.4603,42.8015,,1
2023-06-21,Cairns,0.6764,254.8376,2023-06-21,Cairns,3.8026,50.8453,,1
2023-06-21,Gold Coast,0.5384,252.782,2023-06-21,Gold Coast,6.1051,29.3465,,1
2023-06-21,Noosa,0.4908,323.6289,2023-06-21,Noosa,3.4476,25.6714,,1
2023-06-21,Whitsunday,0.6037,341.6122,2023-06-21,Whitsunday,3.57,43.35,,1
2023-06-22,Cairns,0.6944,255.0752,2023-06-22,Cairns,3.6398,66.451,,1
2023-06-22,Gold Coast,0.5571,256.1873,2023-06-22,Gold Coast,4.2679,34.464,,1
2023-06-22,Noosa,0.4968,321.2123,2023-06-22,Noosa,4.4356,40.4688,,1
2023-06-22,Whitsunday,0.6301,342.3953,2023-06-22,Whitsunday,3.5547,50.4233,,1
2023-06-23,Cairns,0.7247,266.8709,2023-06-23,Cairns,4.2831,72.7678,,1
2023-06-23,Gold Coast,0.5816,313.0448,2023-06-23,Gold Coast,5.0287,39.5244,,1
2023-06-23,Noosa,0.5489,348.1662,2023-06-23,Noosa,4.9522,45.272,,1
2023-06-23,Whitsunday,0.6823,354.8082,2023-06-23,Whitsunday,3.8662,64.0174,,1
2023-06-24,Cairns,0.7379,273.1094,2023-06-24,Cairns,5.2542,81.7316,,1
2023-06-24,Gold Coast,0.6203,317.7899,2023-06-24,Gold Coast,4.1482,37.8526,,1
2023-06-24,Noosa,0.5868,359.8955,2023-06-24,Noosa,5.1797,54.4637,,1
2023-06-24,Whitsunday,0.7369,364.9802,2023-06-24,Whitsunday,4.2413,89.5459,,1
2023-06-25,Cairns,0.722,273.5016,2023-06-25,Cairns,4.8157,76.4385,,1
2023-06-25,Gold Coast,0.5486,291.06,2023-06-25,Gold Coast,4.3691,35.6666,,1
2023-06-25,Noosa,0.5458,357.2695,2023-06-25,Noosa,4.4072,48.3745,,1
2023-06-25,Whitsunday,0.6989,375.3364,2023-06-25,Whitsunday,4.9117,64.0367,,1
2023-06-26,Cairns,0.7473,279.3449,2023-06-26,Cairns,5.3818,77.0597,,1
2023-06-26,Gold Coast,0.5375,288.0623,2023-06-26,Gold Coast,4.8421,38.6272,,1
2023-06-26,Noosa,0.5493,357.5298,2023-06-26,Noosa,4.6823,51.1841,,1
2023-06-26,Whitsunday,0.6939,383.5441,2023-06-26,Whitsunday,4.1909,67.9727,,1
2023-06-27,Cairns,0.7597,279.6333,2023-06-27,Cairns,5.0291,74.5218,,1
2023-06-27,Gold Coast,0.5419,290.9125,2023-06-27,Gold Coast,4.8329,40.0181,,1
2023-06-27,Noosa,0.5504,359.8851,2023-06-27,Noosa,4.1495,43.6355,,1
2023-06-27,Whitsunday,0.6913,386.4302,2023-06-27,Whitsunday,6.0551,62.7795,,1
2023-06-28,Cairns,0.7699,286.176,2023-06-28,Cairns,5.1523,72.8278,,1
2023-06-28,Gold Coast,0.5582,295.5013,2023-06-28,Gold Coast,5.0361,44.0554,,1
2023-06-28,Noosa,0.5555,367.4099,2023-06-28,Noosa,5.7203,47.8388,,1
2023-06-28,Whitsunday,0.6877,386.9954,2023-06-28,Whitsunday,3.79,66.41,,1
2023-06-29,Cairns,0.783,285.7288,2023-06-29,Cairns,4.6933,76.08,,1
2023-06-29,Gold Coast,0.6067,302.7439,2023-06-29,Gold Coast,3.7632,55.2667,,1
2023-06-29,Noosa,0.5783,367.7494,2023-06-29,Noosa,3.8538,38.2807,,1
2023-06-29,Whitsunday,0.7242,387.1366,2023-06-29,Whitsunday,4.5454,74.6287,,1
2023-06-30,Cairns,0.7949,287.0393,2023-06-30,Cairns,5.1424,80.8407,,1
2023-06-30,Gold Coast,0.7257,345.0384,2023-06-30,Gold Coast,3.3571,66.678,,1
2023-06-30,Noosa,0.6331,364.8879,2023-06-30,Noosa,4.1267,54.5215,,1
2023-06-30,Whitsunday,0.7841,384.0478,2023-06-30,Whitsunday,4.5888,85.4722,,1
2023-07-01,Cairns,0.802,286.9453,2023-07-01,Cairns,5.7442,91.7468,,1
2023-07-01,Gold Coast,0.7653,355.565,2023-07-01,Gold Coast,8.2297,64.166,,1
2023-07-01,Noosa,0.6678,369.6825,2023-07-01,Noosa,8.7222,74.0434,,1
2023-07-01,Whitsunday,0.7926,378.0179,2023-07-01,Whitsunday,9.0931,70.6521,,1
2023-07-02,Cairns,0.798,288.6349,2023-07-02,Cairns,4.9294,80.2852,,1
2023-07-02,Gold Coast,0.6961,325.2297,2023-07-02,Gold Coast,5.3054,42.0098,,1
2023-07-02,Noosa,0.6229,369.7588,2023-07-02,Noosa,4.9576,46.3224,,1
2023-07-02,Whitsunday,0.7403,383.0004,2023-07-02,Whitsunday,5.3768,78.3043,,1
2023-07-03,Cairns,0.7851,290.4982,2023-07-03,Cairns,4.9712,72.6465,,1
2023-07-03,Gold Coast,0.6326,314.3279,2023-07-03,Gold Coast,7.0284,42.2269,,1
2023-07-03,Noosa,0.601,370.7693,2023-07-03,Noosa,5.3604,52.901,,1
2023-07-03,Whitsunday,0.7184,376.0431,2023-07-03,Whitsunday,6.375,66.6833,,1
2023-07-04,Cairns,0.7946,286.8998,2023-07-04,Cairns,3.9107,77.9323,,1
2023-07-04,Gold Coast,0.6304,307.9548,2023-07-04,Gold Coast,5.1132,33.071,,1
2023-07-04,Noosa,0.6106,367.2789,2023-07-04,Noosa,4.2851,44.5333,,1
2023-07-04,Whitsunday,0.7307,370.7386,2023-07-04,Whitsunday,3.9018,69.3312,,1
2023-07-05,Cairns,0.799,290.2243,2023-07-05,Cairns,5.0385,85.1157,,1
2023-07-05,Gold Coast,0.6353,304.3491,2023-07-05,Gold Coast,4.742,35.0614,,1
2023-07-05,Noosa,0.6298,368.7443,2023-07-05,Noosa,4.5215,42.464,,1
2023-07-05,Whitsunday,0.7665,374.6048,2023-07-05,Whitsunday,3.5666,62.7,,1
2023-07-06,Cairns,0.8081,290.2736,2023-07-06,Cairns,4.5895,76.4335,,1
2023-07-06,Gold Coast,0.663,305.7437,2023-07-06,Gold Coast,4.1162,33.7915,,1
2023-07-06,Noosa,0.6489,368.0708,2023-07-06,Noosa,3.6287,37.428,,1
2023-07-06,Whitsunday,0.7666,381.5472,2023-07-06,Whitsunday,3.6944,57.9722,,1
2023-07-07,Cairns,0.7967,288.9935,2023-07-07,Cairns,5.1319,83.1533,,1
2023-07-07,Gold Coast,0.6733,331.8909,2023-07-07,Gold Coast,3.8886,38.2892,,1
2023-07-07,Noosa,0.6619,368.2047,2023-07-07,Noosa,5.6694,50.3446,,1
2023-07-07,Whitsunday,0.7875,376.2981,2023-07-07,Whitsunday,3.5064,65.5576,,1
2023-07-08,Cairns,0.7917,285.3962,2023-07-08,Cairns,5.1292,77.5028,,1
2023-07-08,Gold Coast,0.6826,334.4657,2023-07-08,Gold Coast,4.999,36.409,,1
2023-07-08,Noosa,0.6474,367.973,2023-07-08,Noosa,5.1708,45.4982,,1
2023-07-08,Whitsunday,0.7671,372.6998,2023-07-08,Whitsunday,4.4671,71.9605,,1
2023-07-09,Cairns,0.7804,288.5431,2023-07-09,Cairns,5.2231,78.6186,,1
2023-07-09,Gold Coast,0.6032,302.0747,2023-07-09,Gold Coast,5.721,41.3935,,1
2023-07-09,Noosa,0.5783,361.9739,2023-07-09,Noosa,6.7518,51.4703,,1
2023-07-09,Whitsunday,0.7349,371.7465,2023-07-09,Whitsunday,5.2874,59.9041,,1
2023-07-10,Cairns,0.782,287.6298,2023-07-10,Cairns,5.8102,75.5528,,1
2023-07-10,Gold Coast,0.5861,292.9912,2023-07-10,Gold Coast,5.6919,38.7696,,1
2023-07-10,Noosa,0.5709,355.2901,2023-07-10,Noosa,6.6504,51.6343,,1
2023-07-10,Whitsunday,0.7226,372.1793,2023-07-10,Whitsunday,5.8367,65.9591,,1
2023-07-11,Cairns,0.7768,281.3371,2023-07-11,Cairns,5.6941,80.0152,,1
2023-07-11,Gold Coast,0.586,292.7158,2023-07-11,Gold Coast,4.6903,35.8132,,1
2023-07-11,Noosa,0.568,349.9789,2023-07-11,Noosa,5.217,38.7531,,1
2023-07-11,Whitsunday,0.7151,373.3843,2023-07-11,Whitsunday,4.0476,58.6428,,1
2023-07-12,Cairns,0.7932,275.0874,2023-07-12,Cairns,4.6785,73.491,,1
2023-07-12,Gold Coast,0.5986,287.5878,2023-07-12,Gold Coast,5.0011,28.7655,,1
2023-07-12,Noosa,0.568,344.5736,2023-07-12,Noosa,5.3346,37.7782,,1
2023-07-12,Whitsunday,0.7124,370.9349,2023-07-12,Whitsunday,3.6034,49.1293,,1
2023-07-13,Cairns,0.7951,271.8231,2023-07-13,Cairns,6.8746,70.2257,,1
2023-07-13,Gold Coast,0.6158,284.1197,2023-07-13,Gold Coast,4.0811,31.7647,,1
2023-07-13,Noosa,0.5736,339.6914,2023-07-13,Noosa,3.6969,44.5984,,1
2023-07-13,Whitsunday,0.7173,365.1196,2023-07-13,Whitsunday,3.5434,52.5144,,1
2023-07-14,Cairns,0.8011,272.763,2023-07-14,Cairns,6.023,65.8213,,1
2023-07-14,Gold Coast,0.6539,314.6011,2023-07-14,Gold Coast,3.6364,35.4842,,1
2023-07-14,Noosa,0.6162,343.2775,2023-07-14,Noosa,4.9684,43.3421,,1
2023-07-14,Whitsunday,0.7399,367.3703,2023-07-14,Whitsunday,4.4606,55.4969,,1
2023-07-15,Cairns,0.8255,276.3123,2023-07-15,Cairns,5.0387,74.2067,,1
2023-07-15,Gold Coast,0.6659,319.0124,2023-07-15,Gold Coast,4.2784,34.9368,,1
2023-07-15,Noosa,0.6321,341.1821,2023-07-15,Noosa,4.5859,51.235,,1
2023-07-15,Whitsunday,0.7622,355.5114,2023-07-15,Whitsunday,3.8726,53.484,,1
2023-07-16,Cairns,0.7994,275.3655,2023-07-16,Cairns,6.559,70.4223,,1
2023-07-16,Gold Coast,0.5768,275.1127,2023-07-16,Gold Coast,5.1981,36.1605,,1
2023-07-16,Noosa,0.5601,328.1213,2023-07-16,Noosa,7.3568,48.9529,,1
2023-07-16,Whitsunday,0.6823,359.377,2023-07-16,Whitsunday,5.592,56.64,,1
2023-07-17,Cairns,0.797,276.6537,2023-07-17,Cairns,6.3316,73.0222,,1
2023-07-17,Gold Coast,0.5627,268.7343,2023-07-17,Gold Coast,5.9037,37.2018,,1
2023-07-17,Noosa,0.5557,327.1604,2023-07-17,Noosa,7.2516,65.1241,,1
2023-07-17,Whitsunday,0.6644,358.0744,2023-07-17,Whitsunday,4.5845,63.4295,,1
2023-07-18,Cairns,0.8031,275.8107,2023-07-18,Cairns,4.1949,61.8301,,1
2023-07-18,Gold Coast,0.5517,265.7261,2023-07-18,Gold Coast,5.8389,32.1876,,1
2023-07-18,Noosa,0.5819,326.7895,2023-07-18,Noosa,5.0139,45.6748,,1
2023-07-18,Whitsunday,0.6534,355.3093,2023-07-18,Whitsunday,4.3818,49.3272,,1
2023-07-19,Cairns,0.8156,277.9692,2023-07-19,Cairns,4.4892,61.1834,,1
2023-07-19,Gold Coast,0.5598,264.6523,2023-07-19,Gold Coast,4.3165,36.7944,,1
2023-07-19,Noosa,0.6103,329.8474,2023-07-19,Noosa,4.0498,44.249,,1
2023-07-19,Whitsunday,0.645,355.8493,2023-07-19,Whitsunday,2.9819,51.8558,,1
2023-07-20,Cairns,0.8136,277.518,2023-07-20,Cairns,4.3504,66.6344,,1
2023-07-20,Gold Coast,0.5759,265.5428,2023-07-20,Gold Coast,4.6091,43.6835,,1
2023-07-20,Noosa,0.6523,331.3006,2023-07-20,Noosa,5.5498,59.864,,1
2023-07-20,Whitsunday,0.6747,358.6494,2023-07-20,Whitsunday,4.7133,62.9299,,1
2023-07-21,Cairns,0.8312,278.1001,2023-07-21,Cairns,3.9719,70.0612,,1
2023-07-21,Gold Coast,0.6342,307.2182,2023-07-21,Gold Coast,3.3947,38.3697,,1
2023-07-21,Noosa,0.6896,345.546,2023-07-21,Noosa,5.103,52.0679,,1
2023-07-21,Whitsunday,0.7302,359.3987,2023-07-21,Whitsunday,3.9602,60.9375,,1
2023-07-22,Cairns,0.8064,276.1719,2023-07-22,Cairns,4.9716,74.8107,,1
2023-07-22,Gold Coast,0.6612,311.5052,2023-07-22,Gold Coast,3.8948,30.4744,,1
2023-07-22,Noosa,0.668,341.5513,2023-07-22,Noosa,4.8104,52.1003,,1
2023-07-22,Whitsunday,0.7383,357.0753,2023-07-22,Whitsunday,3.2446,59.6834,,1
2023-07-23,Cairns,0.7892,276.7782,2023-07-23,Cairns,4.9118,75.2431,,1
2023-07-23,Gold Coast,0.5735,264.0167,2023-07-23,Gold Coast,5.1555,40.5965,,1
2023-07-23,Noosa,0.584,326.1049,2023-07-23,Noosa,6.249,46.0036,,1
2023-07-23,Whitsunday,0.6732,353.2182,2023-07-23,Whitsunday,3.5808,54.2426,,1
2023-07-24,Cairns,0.7576,275.6307,2023-07-24,Cairns,4.7302,66.085,,1
2023-07-24,Gold Coast,0.5439,258.8054,2023-07-24,Gold Coast,4.6579,39.5584,,1
2023-07-24,Noosa,0.5623,326.322,2023-07-24,Noosa,7.1517,62.8404,,1
2023-07-24,Whitsunday,0.6418,348.5768,2023-07-24,Whitsunday,3.6285,57.6357,,1
2023-07-25,Cairns,0.7476,271.0979,2023-07-25,Cairns,4.5748,67.0568,,1
2023-07-25,Gold Coast,0.5422,256.3675,2023-07-25,Gold Coast,4.9563,37.622,,1
2023-07-25,Noosa,0.5637,321.0866,2023-07-25,Noosa,4.5245,43.0147,,1
2023-07-25,Whitsunday,0.6325,345.1599,2023-07-25,Whitsunday,3.459,44.9344,,1
2023-07-26,Cairns,0.7593,273.9263,2023-07-26,Cairns,4.2715,70.361,,1
2023-07-26,Gold Coast,0.5539,256.9556,2023-07-26,Gold Coast,4.1611,38.9815,,1
2023-07-26,Noosa,0.5708,327.0502,2023-07-26,Noosa,5.3034,47.8507,,1
2023-07-26,Whitsunday,0.6512,347.7585,2023-07-26,Whitsunday,3.7177,49.7177,,1
2023-07-27,Cairns,0.7793,278.5074,2023-07-27,Cairns,4.3983,69.918,,1
2023-07-27,Gold Coast,0.5756,260.1643,2023-07-27,Gold Coast,4.369,37.8684,,1
2023-07-27,Noosa,0.585,326.9884,2023-07-27,Noosa,3.7689,51.3306,,1
2023-07-27,Whitsunday,0.6729,360.4552,2023-07-27,Whitsunday,3.5167,60.7114,,1
2023-07-28,Cairns,0.7938,284.9584,2023-07-28,Cairns,4.717,70.7955,,1
2023-07-28,Gold Coast,0.6549,307.0743,2023-07-28,Gold Coast,3.0119,36.2484,,1
2023-07-28,Noosa,0.6672,341.0509,2023-07-28,Noosa,4.1471,52.8413,,1
2023-07-28,Whitsunday,0.7365,368.6059,2023-07-28,Whitsunday,3.7801,61.4659,,1
2023-07-29,Cairns,0.7921,282.9833,2023-07-29,Cairns,4.1523,61,,1
2023-07-29,Gold Coast,0.6799,311.5653,2023-07-29,Gold Coast,3.5505,31.748,,1
2023-07-29,Noosa,0.6807,341.5639,2023-07-29,Noosa,4.0551,54.4344,,1
2023-07-29,Whitsunday,0.7544,361.9379,2023-07-29,Whitsunday,3,51.8297,,1
2023-07-30,Cairns,0.7614,281.884,2023-07-30,Cairns,4.8859,81.2182,,1
2023-07-30,Gold Coast,0.5685,265.9519,2023-07-30,Gold Coast,3.7943,35.5647,,1
2023-07-30,Noosa,0.6164,328.2625,2023-07-30,Noosa,8.7319,62,,1
2023-07-30,Whitsunday,0.6896,365.6731,2023-07-30,Whitsunday,4.1985,54.0514,,1
2023-07-31,Cairns,0.7254,271.2209,2023-07-31,Cairns,4.6901,69.2944,,1
2023-07-31,Gold Coast,0.5091,260.1356,2023-07-31,Gold Coast,5.5469,38.3705,,1
2023-07-31,Noosa,0.5429,330.0553,2023-07-31,Noosa,5.8093,60.1361,,1
2023-07-31,Whitsunday,0.6316,357.9741,2023-07-31,Whitsunday,4.7272,48.25,,1
2023-08-01,Cairns,0.7424,278.9583,2023-08-01,Cairns,7.6691,89.6225,,1
2023-08-01,Gold Coast,0.5162,261.9539,2023-08-01,Gold Coast,15.5129,57.7462,,1
2023-08-01,Noosa,0.5512,330.6672,2023-08-01,Noosa,8.8753,88.0841,,1
2023-08-01,Whitsunday,0.6513,367.7534,2023-08-01,Whitsunday,5.9265,65.0451,,1
2023-08-02,Cairns,0.7642,283.6904,2023-08-02,Cairns,3.8435,78.4301,,1
2023-08-02,Gold Coast,0.5244,266.6888,2023-08-02,Gold Coast,4.9906,39.6488,,1
2023-08-02,Noosa,0.5654,335.7675,2023-08-02,Noosa,4.1168,75.3333,,1
2023-08-02,Whitsunday,0.656,370.4955,2023-08-02,Whitsunday,3.2649,66.735,,1
2023-08-03,Cairns,0.782,286.1406,2023-08-03,Cairns,6.1002,77.1114,,1
