date,lga_name,average_length_of_stay,average_booking_window
2023-11-03,Cairns,5.6523,71.0827
2023-11-03,Gold Coast,4.4462,64.5889
2023-11-04,Gold Coast,4.1088,57.2219
2023-11-04,Cairns,5.1675,55.7446
2023-11-04,Whitsunday,3.8355,101.125
2023-11-04,Noosa,3.4509,115.7883
2023-11-05,Noosa,5.743,70.2569
2023-11-05,Cairns,5.3023,48.196
2023-11-05,Whitsunday,3.5899,63.0647
2023-11-05,Gold Coast,5.4172,59.3485
2023-11-06,Noosa,7.0811,83.3341
2023-11-06,Whitsunday,3.6444,75.4666
2023-11-06,Cairns,6.2008,49.9121
2023-11-06,Gold Coast,5.019,53.3095
2023-11-07,Gold Coast,4.2918,47.1439
2023-11-07,Cairns,5.0193,50.0628
2023-11-07,Whitsunday,3.8811,66.4825
2023-11-07,Noosa,7.5652,77.5942
2023-11-08,Cairns,4.9244,52.1422
2023-11-08,Noosa,4.2837,70.5709
2023-11-08,Gold Coast,5.0771,54.194
2023-11-08,Whitsunday,3.2834,76.1653
2023-11-09,Cairns,3.8784,50.7803
2023-11-09,Whitsunday,3.3825,109.4535
2023-11-09,Noosa,3.994,70.3343
2023-11-09,Gold Coast,4.169,55.3751
2023-11-10,Noosa,3.5338,64.25
2023-11-10,Gold Coast,3.0835,51.8918
2023-11-10,Cairns,4.2932,40.4413
2023-11-10,Whitsunday,2.8254,89.9386
2023-11-11,Cairns,3.4317,48.7011
2023-11-11,Whitsunday,3.2617,78.8255
2023-11-11,Gold Coast,3.7476,45.781
2023-11-11,Noosa,3.8054,66.9189
2023-11-12,Cairns,5.0532,49.627
2023-11-12,Gold Coast,4.3689,52.0765
2023-11-12,Noosa,4.0192,53.7845
2023-11-12,Whitsunday,3.1088,55.517
2023-11-13,Cairns,6.4826,47.3478
2023-11-13,Gold Coast,5.0908,50.1997
2023-11-13,Noosa,4.5409,55.6819
2023-11-13,Whitsunday,3.2547,70.4331
2023-11-14,Whitsunday,3.8534,72.4482
2023-11-14,Cairns,3.7,35.0612
2023-11-14,Gold Coast,3.6044,39.7935
2023-11-14,Noosa,4.0329,53.8271
2023-11-15,Cairns,3.8415,47.198
2023-11-15,Whitsunday,3.2916,64.1583
2023-11-15,Noosa,3.7058,51.8509
2023-11-15,Gold Coast,4.1089,44.0878
2023-11-16,Whitsunday,6.0197,75.9868
2023-11-16,Noosa,3.8611,66.2712
2023-11-16,Gold Coast,3.5346,54.8921
2023-11-16,Cairns,4.9623,50.0125
2023-11-17,Noosa,3.1731,64.9242
2023-11-17,Whitsunday,3.0094,66.4528
2023-11-17,Gold Coast,2.7244,47.0562
2023-11-17,Cairns,3.7237,45.7762
2023-11-18,Cairns,4.3869,49.5217
2023-11-18,Whitsunday,4.4,93.5894
2023-11-18,Gold Coast,3.8804,64.8854
2023-11-18,Noosa,3.9545,78.9715
2023-11-19,Gold Coast,4.0676,50.3342
2023-11-19,Cairns,4.6222,47.174
2023-11-19,Whitsunday,3.6796,65.375
2023-11-19,Noosa,3.9097,54.0037
2023-11-20,Cairns,4.8659,51.0905
2023-11-20,Noosa,3.9787,69.4113
2023-11-20,Gold Coast,4.2267,47.0786
2023-11-20,Whitsunday,3.3566,65.6853
2023-11-21,Cairns,3.8356,43.46
2023-11-21,Noosa,3.7085,56.1793
2023-11-21,Whitsunday,4.7692,78.1282
2023-11-21,Gold Coast,3.5731,44.0457
2023-11-22,Cairns,4.145,54.0352
2023-11-22,Noosa,3.3974,56.4769
2023-11-22,Gold Coast,3.9178,51.9518
2023-11-22,Whitsunday,3.2941,59.5955
2023-11-23,Noosa,3.7875,74.7843
2023-11-23,Gold Coast,3.4092,58.3064
2023-11-23,Cairns,3.7598,53.6968
2023-11-23,Whitsunday,3.9944,70.4198
2023-11-24,Gold Coast,3.0965,65.979
2023-11-24,Noosa,2.9538,64.2548
2023-11-24,Whitsunday,3.0666,87.7428
2023-11-24,Cairns,3.1065,43.646
2023-11-25,Whitsunday,10.3333,93.782
2023-11-25,Noosa,3.6065,78.4053
2023-11-25,Gold Coast,2.6295,76.6364
2023-11-25,Cairns,3.4918,41.3127
2023-11-26,Gold Coast,3.9689,56.2183
2023-11-26,Whitsunday,12.7196,66.9166
2023-11-26,Cairns,3.3299,37.5757
2023-11-26,Noosa,5.7027,72.1114
2023-11-27,Noosa,4.5186,62.4745
2023-11-27,Cairns,4.1869,44.9478
2023-11-27,Gold Coast,6.2371,51.232
2023-11-27,Whitsunday,3.5563,61.5263
2023-11-28,Gold Coast,5.0821,43.6079
2023-11-28,Noosa,3.3686,47.5529
2023-11-28,Whitsunday,3.9212,55.1102
2023-11-28,Cairns,4.8571,35.1571
2023-11-29,Noosa,3.0935,50.8472
2023-11-29,Whitsunday,3.3719,59.2975
2023-11-29,Cairns,3.9623,37.41
2023-11-29,Gold Coast,3.9785,48.4383
2023-11-30,Gold Coast,3.9802,45.3135
2023-11-30,Cairns,4.0344,47.8836
2023-11-30,Whitsunday,3.3648,72.3175
2023-11-30,Noosa,3.3519,77.0625
2023-12-01,Gold Coast,4.8591,65.8525
2023-12-01,Cairns,6.065,54.639
2023-12-01,Whitsunday,4.3853,82.2477
2023-12-01,Noosa,5.4542,86.6234
2023-12-02,Noosa,3.4325,80.7808
2023-12-02,Cairns,4.2749,45.1035
2023-12-02,Whitsunday,2.6346,63.5
2023-12-02,Gold Coast,3.0834,52.4388
2023-12-03,Whitsunday,3.388,65.4477
2023-12-03,Noosa,4.127,60.8013
2023-12-03,Cairns,4.051,41.7617
2023-12-03,Gold Coast,12.3136,72.2096
2023-12-04,Cairns,4.7743,47.4734
2023-12-04,Gold Coast,6.2836,57.5
2023-12-04,Noosa,3.8745,65.5156
2023-12-04,Whitsunday,3.5492,64.2042
2023-12-05,Whitsunday,3.4148,60.8829
2023-12-05,Gold Coast,4.818,42.0972
2023-12-05,Cairns,3.7465,29.8755
2023-12-05,Noosa,2.9949,49.9191
2023-12-06,Cairns,4.0231,35.4478
2023-12-06,Noosa,3.2241,46.3318
2023-12-06,Whitsunday,3.035,51.1929
2023-12-06,Gold Coast,4.1796,44.042
2023-12-07,Whitsunday,3.8076,62.3153
2023-12-07,Noosa,3.5576,63.539
2023-12-07,Gold Coast,3.3602,45.601
2023-12-07,Cairns,4.2048,47.0097
2023-12-08,Gold Coast,3.112,47.1251
2023-12-08,Whitsunday,3.2229,56.7162
2023-12-08,Noosa,3.6887,61.9081
2023-12-08,Cairns,3.0588,39.9215
2023-12-09,Whitsunday,3.7244,67.8582
2023-12-09,Cairns,3.9433,42.4905
2023-12-09,Noosa,4.4348,66.6197
2023-12-09,Gold Coast,3.3147,45.7382
2023-12-10,Whitsunday,4.2727,84.1818
2023-12-10,Gold Coast,4.2343,48.3583
2023-12-10,Noosa,3.5439,59.8108
2023-12-10,Cairns,3.4576,30.9618
2023-12-11,Cairns,4.0846,33.4653
2023-12-11,Gold Coast,4.0221,51.4536
2023-12-11,Whitsunday,3.8846,58.3653
2023-12-11,Noosa,4.2467,58.8961
2023-12-12,Gold Coast,3.7433,40.4395
2023-12-12,Whitsunday,3.5106,59.2127
2023-12-12,Noosa,3.2597,43.4675
2023-12-12,Cairns,3.8292,19.3024
2023-12-13,Cairns,2.1263,24.7256
2023-12-13,Noosa,2.9954,50.6787
2023-12-13,Whitsunday,2.9649,59.6666
2023-12-13,Gold Coast,3.652,45.6345
2023-12-14,Whitsunday,3.3983,71.7966
2023-12-14,Noosa,3.3545,55.7011
2023-12-14,Gold Coast,3.7931,47.7057
2023-12-14,Cairns,3.0565,26.0608
2023-12-15,Whitsunday,3.1176,59.7588
2023-12-15,Gold Coast,3.4432,51.6859
2023-12-15,Noosa,3.5816,60.6735
2023-12-15,Cairns,4.5375,45.2648
2023-12-16,Cairns,3.2303,40.5272
2023-12-16,Noosa,4.0571,68.3142
2023-12-16,Gold Coast,4.008,52.3348
2023-12-16,Whitsunday,3.4027,58.6597
2023-12-17,Cairns,2.8429,34.0512
2023-12-17,Noosa,4.4436,54.436
2023-12-17,Gold Coast,4.158,48.7035
2023-12-17,Whitsunday,3.1875,58.5446
2023-12-18,Cairns,3.53,41.1307
2023-12-18,Noosa,4.1601,66.0213
2023-12-18,Whitsunday,3.7107,73.3553
2023-12-18,Gold Coast,4.9448,54.4942
2023-12-19,Cairns,3.5281,41.2813
2023-12-19,Whitsunday,3.0097,58.5631
2023-12-19,Noosa,3.0444,56.5644
2023-12-19,Gold Coast,3.7292,47.0361
2023-12-20,Gold Coast,3.7801,60.8308
2023-12-20,Whitsunday,3.3972,61.7397
2023-12-20,Noosa,3.4492,63.625
2023-12-20,Cairns,4.3628,48.6457
2023-12-21,Noosa,4.0716,82.3154
2023-12-21,Whitsunday,3.9659,91.0272
2023-12-21,Cairns,4.404,54.628
2023-12-21,Gold Coast,4.2035,68.1838
2023-12-22,Gold Coast,5.518,85.4773
2023-12-22,Whitsunday,4.0786,101.4887
2023-12-22,Noosa,4.6675,107.7582
2023-12-22,Cairns,4.8113,72.2454
2023-12-23,Gold Coast,4.411,82.7702
2023-12-23,Noosa,4.471,114.077
2023-12-23,Whitsunday,3.9308,116.3829
2023-12-23,Cairns,5.447,78.7576
2023-12-24,Whitsunday,3.7018,106.3478
2023-12-24,Gold Coast,3.7679,67.0097
2023-12-24,Noosa,4.1132,104.3786
2023-12-24,Cairns,3.9273,69.8145
2023-12-25,Cairns,3.4636,59.2318
2023-12-25,Gold Coast,3.8241,63.77
2023-12-25,Noosa,3.1215,67.1491
2023-12-25,Whitsunday,3.7446,79.5425
2023-12-26,Whitsunday,3.6209,95.5887
2023-12-26,Cairns,3.973,65.3501
2023-12-26,Noosa,4.3851,112.3648
2023-12-26,Gold Coast,4.1699,72.3244
2023-12-27,Gold Coast,4.4989,83.4552
2023-12-27,Cairns,4.5539,73.3693
2023-12-27,Whitsunday,4.1058,130.2176
2023-12-27,Noosa,4.5864,110.2827
2023-12-28,Cairns,4.5718,76.4718
2023-12-28,Noosa,4.687,109.8843
2023-12-28,Whitsunday,4.971,107.4508
2023-12-28,Gold Coast,4.1542,74.0228
2023-12-29,Gold Coast,4.2177,71.4518
2023-12-29,Cairns,5.2761,75.9534
2023-12-29,Noosa,4.8953,120.8553
2023-12-29,Whitsunday,4.3035,127.9464
2023-12-30,Whitsunday,4.1839,106.2816
2023-12-30,Cairns,4.9185,76.9211
2023-12-30,Noosa,4.6931,135.9603
2023-12-30,Gold Coast,4.6092,74.9559
2023-12-31,Noosa,4.4666,90.1692
2023-12-31,Gold Coast,3.9443,64.4824
2023-12-31,Whitsunday,3.2478,109.9059
2023-12-31,Cairns,3.4444,71.0216
2024-01-01,Noosa,5.0039,109.2078
2024-01-01,Gold Coast,5.9678,78.5895
2024-01-01,Whitsunday,7.6946,96.9389
2024-01-01,Cairns,7.6524,76.0569
2024-01-02,Cairns,7.7807,79.377
2024-01-02,Gold Coast,6.0215,74.1715
2024-01-02,Whitsunday,4.4652,99.4705
2024-01-02,Noosa,4.4276,116.7986
2024-01-03,Whitsunday,4.8915,93.7108
2024-01-03,Cairns,6.9473,64.194
2024-01-03,Gold Coast,6.1826,71.321
2024-01-03,Noosa,5.1063,102.5471
2024-01-04,Gold Coast,5.1539,61.7738
2024-01-04,Noosa,4.2166,97.9277
2024-01-04,Cairns,5.903,46.1606
2024-01-04,Whitsunday,5.8604,86.5755
2024-01-05,Whitsunday,8.6393,100.2404
2024-01-05,Cairns,5.3614,56.429
2024-01-05,Gold Coast,5.0767,59.1462
2024-01-05,Noosa,4.5223,104.6692
2024-01-06,Noosa,4.633,82.7522
2024-01-06,Whitsunday,5.6149,78.118
2024-01-06,Gold Coast,4.6852,56.7018
2024-01-06,Cairns,7.1052,56.9052
2024-01-07,Cairns,6.4542,45.2992
2024-01-07,Whitsunday,7.8219,63.8356
2024-01-07,Gold Coast,6.504,58.8
2024-01-07,Noosa,8.2997,71.4668
2024-01-08,Whitsunday,5.7837,63.8986
2024-01-08,Noosa,6.0917,67.6597
2024-01-08,Gold Coast,6.3939,62.6388
2024-01-08,Cairns,5.3016,47.6229
2024-01-09,Noosa,4.8783,57.6577
2024-01-09,Gold Coast,5.1392,54.5181
2024-01-09,Whitsunday,5.4166,53.8194
2024-01-09,Cairns,6.8744,45.9456
2024-01-10,Noosa,3.8244,55.8167
2024-01-10,Cairns,5.2749,37.5223
2024-01-10,Gold Coast,4.7045,54.9312
2024-01-10,Whitsunday,4.968,61.256
2024-01-11,Cairns,4.4946,29.6219
2024-01-11,Gold Coast,4.2096,49.491
2024-01-11,Noosa,4.3878,55.6768
2024-01-11,Whitsunday,4.7177,50.2208
2024-01-12,Whitsunday,3.1383,62.1069
2024-01-12,Noosa,4.0906,53.87
2024-01-12,Cairns,5.8878,33.3004
2024-01-12,Gold Coast,4.4354,49.3392
2024-01-13,Gold Coast,5.2608,49.5022
2024-01-13,Whitsunday,6.1666,70.0681
2024-01-13,Cairns,4.5017,35.9686
2024-01-13,Noosa,8.7055,60.0614
2024-01-14,Whitsunday,4.775,59.4916
2024-01-14,Cairns,5.3647,38.0204
2024-01-14,Noosa,4.9793,64.8384
2024-01-14,Gold Coast,6.544,57.8906
2024-01-15,Noosa,7.0129,73.198
2024-01-15,Gold Coast,6.1506,56.4938
2024-01-15,Whitsunday,7.2826,68.1304
2024-01-15,Cairns,8.711,43.1102
2024-01-16,Noosa,6.6255,51.7617
2024-01-16,Cairns,6,53.8502
2024-01-16,Gold Coast,6.5659,48.9276
2024-01-16,Whitsunday,4.1349,53.1269
2024-01-17,Whitsunday,2.8813,52.9322
2024-01-17,Gold Coast,5.155,46.1978
2024-01-17,Noosa,4.6806,57.1099
2024-01-17,Cairns,4.0111,27.5241
2024-01-18,Whitsunday,3.7801,51.5602
2024-01-18,Gold Coast,4.6267,49.43
2024-01-18,Cairns,5.8268,36.0476
2024-01-18,Noosa,4.1826,51.2054
2024-01-19,Cairns,4.2989,28.2508
2024-01-19,Whitsunday,3.8496,50.1127
2024-01-19,Noosa,4.0344,39.4137
2024-01-19,Gold Coast,3.5941,49.3813
2024-01-20,Cairns,6.1885,34.4429
2024-01-20,Noosa,5.0902,53.0104
2024-01-20,Gold Coast,4.6947,41.7054
2024-01-20,Whitsunday,3.3826,53.2173
2024-01-21,Noosa,6.5038,49.1653
2024-01-21,Whitsunday,4.5416,59.3645
2024-01-21,Gold Coast,7.0793,52.6425
2024-01-21,Cairns,6.8425,35.417
2024-01-22,Whitsunday,5.6595,44.7092
2024-01-22,Noosa,5.8181,51.5876
2024-01-22,Gold Coast,6.0241,50.2081
2024-01-22,Cairns,5.8227,26.5021
2024-01-23,Gold Coast,6.1961,41.864
2024-01-23,Noosa,3.6161,35.0236
2024-01-23,Cairns,3.553,30.3451
2024-01-23,Whitsunday,2.513,40.3565
2024-01-24,Gold Coast,5.3562,40.0135
2024-01-24,Cairns,4.6238,33.6697
2024-01-24,Noosa,4.9492,46.9257
2024-01-24,Whitsunday,3.0315,33.0526
2024-01-25,Gold Coast,3.6957,39.8117
2024-01-25,Whitsunday,5.9798,36.1208
2024-01-25,Cairns,4.3292,37.5487
2024-01-25,Noosa,3.9595,49.7787
2024-01-26,Gold Coast,3.2337,32.8197
2024-01-26,Noosa,3.3404,44.4785
2024-01-26,Whitsunday,2.7454,58.309
2024-01-26,Cairns,4.2179,31.0427
2024-01-27,Noosa,3.8455,32.054
2024-01-27,Whitsunday,2.563,43.3361
2024-01-27,Cairns,3.1291,19.6208
2024-01-27,Gold Coast,4.0505,38.0035
2024-01-28,Noosa,4.8197,41.3356
2024-01-28,Gold Coast,6.1322,44.2081
2024-01-28,Whitsunday,3.9661,52.2627
2024-01-28,Cairns,4.14,30.26
2024-01-29,Gold Coast,9.2331,51.8422
2024-01-29,Cairns,6.1674,32.9901
2024-01-29,Whitsunday,5.2475,55.396
2024-01-29,Noosa,7.9189,50.7915
2024-01-30,Noosa,5.8387,35.0645
2024-01-30,Cairns,6.3579,24.2329
2024-01-30,Whitsunday,3.4432,30.134
2024-01-30,Gold Coast,5.4494,38.5054
2024-01-31,Whitsunday,4.1894,49.2736
2024-01-31,Cairns,4.5689,32.1494
2024-01-31,Noosa,4.8146,40.2198
2024-01-31,Gold Coast,6.2731,42.221
2024-02-01,Gold Coast,13.2143,58.0279
2024-02-01,Noosa,12.4092,73.0597
2024-02-01,Whitsunday,9.5102,47.903
2024-02-01,Cairns,13.6158,47.7251
2024-02-02,Gold Coast,4.6099,44.3411
2024-02-02,Noosa,4.8965,42.8916
2024-02-02,Whitsunday,3.079,47.1977
2024-02-02,Cairns,4.9511,36.3422
2024-02-03,Noosa,4.7976,38.6656
2024-02-03,Whitsunday,2.8456,42.0604
2024-02-03,Gold Coast,4.3006,39.3867
2024-02-03,Cairns,4.0959,16.3095
2024-02-04,Gold Coast,6.329,39.0892
2024-02-04,Whitsunday,5.0416,48.025
2024-02-04,Cairns,7.7656,34.2083
2024-02-04,Noosa,3.8177,38.7244
2024-02-05,Cairns,6.8296,39.1222
2024-02-05,Noosa,4.7112,51.0627
2024-02-05,Gold Coast,7.5266,45.6222
2024-02-05,Whitsunday,3.6111,48.3611
2024-02-06,Noosa,6.2608,45
2024-02-06,Whitsunday,3.2558,50.4418
2024-02-06,Cairns,3.7318,34.1521
2024-02-06,Gold Coast,5.1588,42.8224
2024-02-07,Noosa,4.5751,55.7189
2024-02-07,Whitsunday,4.387,43.4086
2024-02-07,Cairns,4.929,48.9677
2024-02-07,Gold Coast,5.199,48.3932
2024-02-08,Noosa,6.853,62.2701
2024-02-08,Cairns,4.0412,43.0773
2024-02-08,Gold Coast,4.9682,48.2156
2024-02-08,Whitsunday,5.723,57.1615
2024-02-09,Cairns,4.6908,42.2367
2024-02-09,Noosa,3.381,53.3696
2024-02-09,Whitsunday,3.2549,65.147
2024-02-09,Gold Coast,4.5622,44.6187
2024-02-10,Gold Coast,5.1007,50.994
2024-02-10,Noosa,3.8155,61.7038
2024-02-10,Whitsunday,3.5882,46.0392
2024-02-10,Cairns,6.4024,40.189
2024-02-11,Noosa,5.4352,51.9882
2024-02-11,Cairns,5.7837,52.6756
2024-02-11,Gold Coast,5.732,47.6089
2024-02-11,Whitsunday,6.8,71.4333
2024-02-12,Noosa,5.8225,52.301
2024-02-12,Cairns,6.0111,49.2569
2024-02-12,Gold Coast,6.5175,56.1459
2024-02-12,Whitsunday,4.4148,63.0638
2024-02-13,Cairns,3.9847,54.8015
2024-02-13,Gold Coast,5.9673,47.0615
2024-02-13,Noosa,7.536,68.88
2024-02-13,Whitsunday,4.5285,76.6142
2024-02-14,Cairns,8.0451,43.9849
2024-02-14,Whitsunday,3.3186,66.0439
2024-02-14,Gold Coast,5.1172,51.5413
2024-02-14,Noosa,3.8312,42.1125
2024-02-15,Gold Coast,4.4806,57.7896
2024-02-15,Noosa,5.4232,62.1906
2024-02-15,Whitsunday,3.4852,56.397
2024-02-15,Cairns,5.0405,49.8648
2024-02-16,Whitsunday,4.6239,65.7777
2024-02-16,Noosa,4.4954,56.2629
2024-02-16,Cairns,6.488,51.9642
2024-02-16,Gold Coast,4.7446,58.5125
2024-02-17,Cairns,4.5037,55.1111
2024-02-17,Gold Coast,4.5133,64.7741
2024-02-17,Whitsunday,3.7685,69.9351
2024-02-17,Noosa,4.329,54.9529
2024-02-18,Noosa,6.6578,58.9934
2024-02-18,Whitsunday,7.7101,73.2753
2024-02-18,Cairns,7.23,50.7256
2024-02-18,Gold Coast,5.6268,70.5996
2024-02-19,Whitsunday,3.8181,72.922
2024-02-19,Gold Coast,5.3941,72.626
2024-02-19,Cairns,5.3565,58.031
2024-02-19,Noosa,5.8128,61.1169
2024-02-20,Whitsunday,4.7678,85.5
2024-02-20,Cairns,5.605,45.5462
2024-02-20,Noosa,6.0648,67.1574
2024-02-20,Gold Coast,6.4688,64.3763
2024-02-21,Noosa,4.452,72.7671
2024-02-21,Whitsunday,3.8333,83.7638
2024-02-21,Gold Coast,7.2315,66.1035
2024-02-21,Cairns,6.7477,67.2702
2024-02-22,Whitsunday,4.0183,81.0733
2024-02-22,Noosa,4.9077,74.5679
2024-02-22,Gold Coast,5.6101,64.9952
2024-02-22,Cairns,4.5983,49.8114
2024-02-23,Whitsunday,3.0263,67.1842
2024-02-23,Noosa,4.9169,59.5905
2024-02-23,Cairns,6.4684,43.1351
2024-02-23,Gold Coast,4.6663,52.6325
2024-02-24,Gold Coast,5.5175,40.8117
2024-02-24,Noosa,3.7802,43.4368
2024-02-24,Cairns,7.3866,28.9182
2024-02-24,Whitsunday,4.0252,48.8067
2024-02-25,Gold Coast,5.2204,43.5255
2024-02-25,Noosa,3.2468,41.8033
2024-02-25,Whitsunday,3.11,44.7339
2024-02-25,Cairns,5.4454,34.3227
2024-02-26,Noosa,4.7413,45.3783
2024-02-26,Cairns,4.5873,33.7912
2024-02-26,Whitsunday,4.0588,58.0168
2024-02-26,Gold Coast,5.119,39.9914
2024-02-27,Noosa,3.6596,39.5497
2024-02-27,Cairns,6.103,39.3515
2024-02-27,Gold Coast,4.4199,38.4314
2024-02-27,Whitsunday,3.2763,35.8157
2024-02-28,Whitsunday,3.2253,40.1971
2024-02-28,Gold Coast,4.4441,39.1173
2024-02-28,Noosa,3.3489,42.0468
2024-02-28,Cairns,6.4179,36.6953
2024-02-29,Noosa,3.5924,47.1746
2024-02-29,Gold Coast,4.7796,43.8027
2024-02-29,Cairns,4.6074,31.8518
2024-02-29,Whitsunday,3.355,55.3405
2024-03-01,Noosa,8.3137,56.1578
2024-03-01,Cairns,12,50.7675
2024-03-01,Whitsunday,6.2716,59.7976
2024-03-01,Gold Coast,8.0367,53.738
2024-03-02,Cairns,4.8601,46.0207
2024-03-02,Noosa,3.6556,49.961
2024-03-02,Gold Coast,4.4417,34.708
2024-03-02,Whitsunday,3.8119,60.9401
2024-03-03,Cairns,5.0047,36.9095
2024-03-03,Whitsunday,3.7431,48.11
2024-03-03,Gold Coast,5.4164,36.0774
2024-03-03,Noosa,3.8429,39.3218
2024-03-04,Noosa,5.2739,43.1712
2024-03-04,Gold Coast,5.2241,43.6896
2024-03-04,Whitsunday,3.4705,35.9779
2024-03-04,Cairns,7.5039,33.433
2024-03-05,Whitsunday,4.0594,36.9504
2024-03-05,Gold Coast,4.6221,41.4511
2024-03-05,Noosa,3.853,37.9146
2024-03-05,Cairns,6.8907,38.2349
2024-03-06,Noosa,3.4793,52.6074
2024-03-06,Gold Coast,4.5197,45.9093
2024-03-06,Whitsunday,4.3258,69.4943
2024-03-06,Cairns,4.4086,37.2259
2024-03-07,Gold Coast,4.1579,41.9292
2024-03-07,Cairns,4.3765,40.2677
2024-03-07,Noosa,4.4088,65.8018
2024-03-07,Whitsunday,4.4,63.0307
2024-03-08,Cairns,4.3923,38.0813
2024-03-08,Gold Coast,3.1961,34.3133
2024-03-08,Noosa,4.0948,58.1444
2024-03-08,Whitsunday,3.6462,54.6258
2024-03-09,Gold Coast,3.7266,32.5632
2024-03-09,Whitsunday,3.4722,45.1111
2024-03-09,Cairns,3.879,30.7419
2024-03-09,Noosa,3.1687,39.5286
2024-03-10,Cairns,3.5698,28.3622
2024-03-10,Whitsunday,4.0725,53.7258
2024-03-10,Noosa,4.2921,45.0288
2024-03-10,Gold Coast,5.2824,38.51
2024-03-11,Whitsunday,3.7757,44.5046
2024-03-11,Cairns,5.1481,31.2263
2024-03-11,Noosa,4.958,44.5839
2024-03-11,Gold Coast,5.0568,39.7341
2024-03-12,Gold Coast,5.0473,32.7699
2024-03-12,Whitsunday,3.6074,34.5407
2024-03-12,Noosa,5.26,41.4215
2024-03-12,Cairns,5.1062,31.6714
2024-03-13,Cairns,5.9416,33.725
2024-03-13,Noosa,3.4416,48.6416
2024-03-13,Gold Coast,4.8825,36.8459
2024-03-13,Whitsunday,5.7029,56.7227
2024-03-14,Whitsunday,3.7207,71.2857
2024-03-14,Cairns,4.5871,32.6628
2024-03-14,Gold Coast,4.0202,41.3813
2024-03-14,Noosa,3.9161,44.1227
2024-03-15,Whitsunday,3.5361,50.5301
2024-03-15,Gold Coast,3.3768,36.5063
2024-03-15,Cairns,4.0274,35.8196
2024-03-15,Noosa,3.4966,46.4018
2024-03-16,Whitsunday,3.3664,50.6641
2024-03-16,Gold Coast,3.2446,34.7787
2024-03-16,Noosa,3.1224,35.7405
2024-03-16,Cairns,4.647,35.0714
2024-03-17,Gold Coast,4.2657,38.1605
2024-03-17,Cairns,4.542,36.57
2024-03-17,Whitsunday,3.2268,41.6185
2024-03-17,Noosa,3.959,40.5051
2024-03-18,Cairns,6.5481,36.3472
2024-03-18,Gold Coast,4.858,38.2145
2024-03-18,Whitsunday,3.4566,50.9842
2024-03-18,Noosa,4.4183,46.8605
2024-03-19,Noosa,2.8691,32.5607
2024-03-19,Cairns,3.4179,33.7064
2024-03-19,Gold Coast,3.4928,34.5032
2024-03-19,Whitsunday,3.8947,41.2842
2024-03-20,Gold Coast,4.5184,39.4131
2024-03-20,Cairns,4.8472,38.0098
2024-03-20,Noosa,4.0316,46.6742
2024-03-20,Whitsunday,3.2476,56.5904
2024-03-21,Noosa,3.48,55.3507
2024-03-21,Cairns,4.0511,39.7954
2024-03-21,Gold Coast,3.7309,45.5986
2024-03-21,Whitsunday,3.3648,59.2837
2024-03-22,Whitsunday,2.8707,60.4489
2024-03-22,Cairns,3.777,30.3757
2024-03-22,Gold Coast,2.9127,44.1537
2024-03-22,Noosa,2.5891,52.748
2024-03-23,Gold Coast,3.5237,42.2299
2024-03-23,Cairns,3.8509,37.0745
2024-03-23,Noosa,3.7035,43.1954
2024-03-23,Whitsunday,2.9454,61.309
2024-03-24,Cairns,3.973,35.686
2024-03-24,Gold Coast,4.9666,41.2874
2024-03-24,Noosa,3.5868,50.7104
2024-03-24,Whitsunday,4.4159,57
2024-03-25,Whitsunday,4.6119,54.3134
2024-03-25,Gold Coast,5.2575,43.6934
2024-03-25,Cairns,4.2289,35.3815
2024-03-25,Noosa,2.8515,37.219
2024-03-26,Noosa,3.1826,45.4703
2024-03-26,Whitsunday,3.0941,51.3176
2024-03-26,Gold Coast,4.3876,41.6419
2024-03-26,Cairns,4.3645,43.9064
2024-03-27,Gold Coast,3.9938,45.1404
2024-03-27,Cairns,5.0114,51.8122
2024-03-27,Noosa,4.7482,66.7993
2024-03-27,Whitsunday,4.1666,73.5648
2024-03-28,Gold Coast,4.3974,54.9259
2024-03-28,Cairns,5.2831,67.5813
2024-03-28,Noosa,4.3899,93.0792
2024-03-28,Whitsunday,3.7254,89.2696
2024-03-29,Noosa,4.3779,85.3595
2024-03-29,Gold Coast,3.4388,48.4861
2024-03-29,Whitsunday,3.2489,86.1183
2024-03-29,Cairns,4.5577,54.5822
2024-03-30,Noosa,4.5291,78.0145
2024-03-30,Whitsunday,3.3931,74.0482
2024-03-30,Cairns,4.8547,47.0506
2024-03-30,Gold Coast,4.2122,38.7039
2024-03-31,Gold Coast,4.1058,35.2379
2024-03-31,Cairns,5.3307,45.3115
2024-03-31,Noosa,3.8985,60.7777
2024-03-31,Whitsunday,3.7769,59.9461
2024-04-01,Whitsunday,5.841,71.8079
2024-04-01,Cairns,8.2619,69.4619
2024-04-01,Gold Coast,9.0079,51.1336
2024-04-01,Noosa,8.3807,73.4467
2024-04-02,Whitsunday,4.25,70.4444
2024-04-02,Gold Coast,5.9011,42.9923
2024-04-02,Noosa,6.9123,78.8338
2024-04-02,Cairns,5.0392,45.0032
2024-04-03,Noosa,4.525,50.4324
2024-04-03,Whitsunday,5.0062,56.7625
2024-04-03,Cairns,5.1197,59.6161
2024-04-03,Gold Coast,5.5303,38.6143
2024-04-04,Whitsunday,3.5273,52.9383
2024-04-04,Gold Coast,4.9633,46.9064
2024-04-04,Cairns,4.4055,45.1771
2024-04-04,Noosa,4.9407,58.0481
